id,layer,templateId,tags,question,optionA,optionB,optionC,optionD,axes,sensitivity
"L3-L3-10-022-c479e6fe","L3","L3-10","兴趣花钱","最近这段时间，为「一类音乐」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-07-001-fd518fe7","L3","L3-07","旅行","如果只能选一个更贴近的：说到旅行偏好，我更看重？","放松和新鲜感","安全和预算可控","自己做主的行程","偶尔暴走，偶尔躺平","relax|safe|agency|mix","normal"
"L3-L3-07-000-5cc5514d","L3","L3-07","旅行","说到旅行偏好，我更看重？","放松和新鲜感","安全和预算可控","自己做主的行程","偶尔暴走，偶尔躺平","relax|safe|agency|mix","normal"
"L3-L3-06-003-12293fc4","L3","L3-06","音乐影视","在我们家沟通里，一部作品或一类音乐打动我时，我希望你们知道？","那是我情绪的出口","喜欢不等于消极避世","我想被问问感受，不是被分析","这是我的精神零食","outlet|not_escape|feel|joy","normal"
"L3-L3-08-000-1bd9cb37","L3","L3-08","游戏追番","我花时间在游戏或追番上，更希望被看成？","正当休闲，不是堕落","社交和归属的一部分","压力调节工具","有边界的兴趣投入","leisure|social|regulate|bounded","normal"
"L3-L3-07-003-c2cb41e7","L3","L3-07","旅行","在我们家沟通里，说到旅行偏好，我更看重？","放松和新鲜感","安全和预算可控","自己做主的行程","偶尔暴走，偶尔躺平","relax|safe|agency|mix","normal"
"L3-L3-07-002-1328dee7","L3","L3-07","旅行","最近这段时间，说到旅行偏好，我更看重？","放松和新鲜感","安全和预算可控","自己做主的行程","偶尔暴走，偶尔躺平","relax|safe|agency|mix","normal"
"L3-L3-05-003-fbb23d14","L3","L3-05","穿搭","在我们家沟通里，我坚持某种穿搭风格，对你们而言最该理解的一点是？","这让我更像自己","舒适和表达可以并存","不是为了引起争论","场合我会自己把握分寸","identity|comfort|not_fight|context","sensitive"
"L3-L3-05-002-aaaa1b06","L3","L3-05","穿搭","最近这段时间，我坚持某种穿搭风格，对你们而言最该理解的一点是？","这让我更像自己","舒适和表达可以并存","不是为了引起争论","场合我会自己把握分寸","identity|comfort|not_fight|context","sensitive"
"L3-L3-05-001-ab412512","L3","L3-05","穿搭","如果只能选一个更贴近的：我坚持某种穿搭风格，对你们而言最该理解的一点是？","这让我更像自己","舒适和表达可以并存","不是为了引起争论","场合我会自己把握分寸","identity|comfort|not_fight|context","sensitive"
"L3-L3-06-002-654d8711","L3","L3-06","音乐影视","最近这段时间，一部作品或一类音乐打动我时，我希望你们知道？","那是我情绪的出口","喜欢不等于消极避世","我想被问问感受，不是被分析","这是我的精神零食","outlet|not_escape|feel|joy","normal"
"L3-L3-06-001-5b93b958","L3","L3-06","音乐影视","如果只能选一个更贴近的：一部作品或一类音乐打动我时，我希望你们知道？","那是我情绪的出口","喜欢不等于消极避世","我想被问问感受，不是被分析","这是我的精神零食","outlet|not_escape|feel|joy","normal"
"L3-L3-06-000-314cd72e","L3","L3-06","音乐影视","一部作品或一类音乐打动我时，我希望你们知道？","那是我情绪的出口","喜欢不等于消极避世","我想被问问感受，不是被分析","这是我的精神零食","outlet|not_escape|feel|joy","normal"
"L3-L3-08-001-021d6ed9","L3","L3-08","游戏追番","如果只能选一个更贴近的：我花时间在游戏或追番上，更希望被看成？","正当休闲，不是堕落","社交和归属的一部分","压力调节工具","有边界的兴趣投入","leisure|social|regulate|bounded","normal"
"L3-L3-10-002-876ea627","L3","L3-10","兴趣花钱","最近这段时间，为「数码设备折腾」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-001-4b9b9cf3","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「数码设备折腾」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-000-76272fba","L3","L3-10","兴趣花钱","为「数码设备折腾」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-005-74c01fd6","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「展览或演出」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-004-20659b8b","L3","L3-10","兴趣花钱","为「展览或演出」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-003-ae944c84","L3","L3-10","兴趣花钱","在我们家沟通里，为「数码设备折腾」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-09-000-9d836c80","L3","L3-09","创作","如果我做拍照、写作或手作，我最需要的支持是？","鼓励我持续，别问变现","认真看看我的成品","给我时间和空间","别用「有没有用」衡量","encourage|see|space|nonutil","normal"
"L3-L3-08-003-e45e71e8","L3","L3-08","游戏追番","在我们家沟通里，我花时间在游戏或追番上，更希望被看成？","正当休闲，不是堕落","社交和归属的一部分","压力调节工具","有边界的兴趣投入","leisure|social|regulate|bounded","normal"
"L3-L3-08-002-5e44b8a2","L3","L3-08","游戏追番","最近这段时间，我花时间在游戏或追番上，更希望被看成？","正当休闲，不是堕落","社交和归属的一部分","压力调节工具","有边界的兴趣投入","leisure|social|regulate|bounded","normal"
"L3-L3-09-003-afe1f224","L3","L3-09","创作","在我们家沟通里，如果我做拍照、写作或手作，我最需要的支持是？","鼓励我持续，别问变现","认真看看我的成品","给我时间和空间","别用「有没有用」衡量","encourage|see|space|nonutil","normal"
"L3-L3-09-002-88df9067","L3","L3-09","创作","最近这段时间，如果我做拍照、写作或手作，我最需要的支持是？","鼓励我持续，别问变现","认真看看我的成品","给我时间和空间","别用「有没有用」衡量","encourage|see|space|nonutil","normal"
"L3-L3-09-001-1b4a00ad","L3","L3-09","创作","如果只能选一个更贴近的：如果我做拍照、写作或手作，我最需要的支持是？","鼓励我持续，别问变现","认真看看我的成品","给我时间和空间","别用「有没有用」衡量","encourage|see|space|nonutil","normal"
"L3-L3-10-031-498c5c06","L3","L3-10","兴趣花钱","在我们家沟通里，为「一项运动」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-065-f882c52a","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「某种穿搭风格」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-064-824d48b2","L3","L3-10","兴趣花钱","为「某种穿搭风格」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-063-c24fac60","L3","L3-10","兴趣花钱","在我们家沟通里，为「美食探店」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-068-fdacee33","L3","L3-10","兴趣花钱","为「一种游戏或追番」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-067-5baae0df","L3","L3-10","兴趣花钱","在我们家沟通里，为「某种穿搭风格」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-066-9e4ec6da","L3","L3-10","兴趣花钱","最近这段时间，为「某种穿搭风格」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-059-f6686b4b","L3","L3-10","兴趣花钱","在我们家沟通里，为「发色或发型变化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-058-898da0c5","L3","L3-10","兴趣花钱","最近这段时间，为「发色或发型变化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-057-a5fb11b5","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「发色或发型变化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-062-328330f8","L3","L3-10","兴趣花钱","最近这段时间，为「美食探店」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-061-a6824a21","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「美食探店」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-060-3b3f827f","L3","L3-10","兴趣花钱","为「美食探店」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-069-6ef92dfb","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「一种游戏或追番」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-11-006-352d163b","L3","L3-11","外观冲突","最近这段时间，如果因「美甲或造型变化」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-005-9b8339b3","L3","L3-11","外观冲突","如果只能选一个更贴近的：如果因「美甲或造型变化」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-004-9711bc61","L3","L3-11","外观冲突","如果因「美甲或造型变化」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-009-fa70bc70","L3","L3-11","外观冲突","如果只能选一个更贴近的：如果因「化妆变浓一点」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-008-ba9ededb","L3","L3-11","外观冲突","如果因「化妆变浓一点」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-007-0de0d8a3","L3","L3-11","外观冲突","在我们家沟通里，如果因「美甲或造型变化」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-000-fa22f00a","L3","L3-11","外观冲突","如果因「打耳洞或小饰品」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-10-071-f61ba7b0","L3","L3-10","兴趣花钱","在我们家沟通里，为「一种游戏或追番」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-070-afe8255f","L3","L3-10","兴趣花钱","最近这段时间，为「一种游戏或追番」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-11-003-06fd9794","L3","L3-11","外观冲突","在我们家沟通里，如果因「打耳洞或小饰品」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-002-132c76e7","L3","L3-11","外观冲突","最近这段时间，如果因「打耳洞或小饰品」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-11-001-bb25ecfd","L3","L3-11","外观冲突","如果只能选一个更贴近的：如果因「打耳洞或小饰品」差点吵架，我更希望进程是？","先停一下，改天再谈","换成文字慢慢说","各退一步找折中","承认分歧，先不解决","pause|text|compromise|accept","sensitive"
"L3-L3-10-040-c5084223","L3","L3-10","兴趣花钱","为「小众爱好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-039-85f6300e","L3","L3-10","兴趣花钱","在我们家沟通里，为「播客或有声书」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-038-906576b8","L3","L3-10","兴趣花钱","最近这段时间，为「播客或有声书」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-043-81f0d55e","L3","L3-10","兴趣花钱","在我们家沟通里，为「小众爱好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-042-4f1a1750","L3","L3-10","兴趣花钱","最近这段时间，为「小众爱好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-041-20fad5ea","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「小众爱好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-034-2a0cae14","L3","L3-10","兴趣花钱","最近这段时间，为「拍照或创作」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-033-7e1cdc8f","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「拍照或创作」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-032-9f77e365","L3","L3-10","兴趣花钱","为「拍照或创作」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-037-ee2dc120","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「播客或有声书」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-036-4c033884","L3","L3-10","兴趣花钱","为「播客或有声书」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-035-8362fa2b","L3","L3-10","兴趣花钱","在我们家沟通里，为「拍照或创作」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-044-1f8991a0","L3","L3-10","兴趣花钱","为「骑行或徒步」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-053-c4928533","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「旅行目的地偏好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-052-66490a09","L3","L3-10","兴趣花钱","为「旅行目的地偏好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-051-3a565754","L3","L3-10","兴趣花钱","在我们家沟通里，为「二次元或圈层文化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-056-1fc03935","L3","L3-10","兴趣花钱","为「发色或发型变化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-055-47c4ec4f","L3","L3-10","兴趣花钱","在我们家沟通里，为「旅行目的地偏好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-054-b4bb4030","L3","L3-10","兴趣花钱","最近这段时间，为「旅行目的地偏好」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-047-2306455a","L3","L3-10","兴趣花钱","在我们家沟通里，为「骑行或徒步」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-046-a48bdf6b","L3","L3-10","兴趣花钱","最近这段时间，为「骑行或徒步」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-045-0c7bacff","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「骑行或徒步」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-050-552d23bc","L3","L3-10","兴趣花钱","最近这段时间，为「二次元或圈层文化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-049-e1d2ac7f","L3","L3-10","兴趣花钱","如果只能选一个更贴近的：为「二次元或圈层文化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-10-048-ade9b1f6","L3","L3-10","兴趣花钱","为「二次元或圈层文化」花钱时，我希望你们优先看到？","这对我情绪有帮助","我有在控制频率和金额","这是学习或技能投入","请先理解意义，再谈钱","emotion|control|skill|meaning","normal"
"L3-L3-04-005-2519ae89","L3","L3-04","爱好分享","如果只能选一个更贴近的：我跟你们聊「播客或有声书」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-004-a5fc1cb9","L3","L3-04","爱好分享","我跟你们聊「播客或有声书」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-003-5c115b1f","L3","L3-04","爱好分享","在我们家沟通里，我跟你们聊「发色或发型变化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-008-be2bee56","L3","L3-04","爱好分享","我跟你们聊「某个影视作品」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-007-1feec449","L3","L3-04","爱好分享","在我们家沟通里，我跟你们聊「播客或有声书」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-006-08a67129","L3","L3-04","爱好分享","最近这段时间，我跟你们聊「播客或有声书」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-03-039-553d539e","L3","L3-03","外观","在我们家沟通里，关于「穿更个性的衣服」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-038-d9882b84","L3","L3-03","外观","最近这段时间，关于「穿更个性的衣服」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-037-307a7146","L3","L3-03","外观","如果只能选一个更贴近的：关于「穿更个性的衣服」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-04-002-0afc373e","L3","L3-04","爱好分享","最近这段时间，我跟你们聊「发色或发型变化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-001-c3bb120c","L3","L3-04","爱好分享","如果只能选一个更贴近的：我跟你们聊「发色或发型变化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-000-9c8c0734","L3","L3-04","爱好分享","我跟你们聊「发色或发型变化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-009-d1386273","L3","L3-04","爱好分享","如果只能选一个更贴近的：我跟你们聊「某个影视作品」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-018-8b8e16d9","L3","L3-04","爱好分享","最近这段时间，我跟你们聊「宠物或云养宠」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-017-217f8a7d","L3","L3-04","爱好分享","如果只能选一个更贴近的：我跟你们聊「宠物或云养宠」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-016-16a053da","L3","L3-04","爱好分享","我跟你们聊「宠物或云养宠」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-021-ade281e0","L3","L3-04","爱好分享","如果只能选一个更贴近的：我跟你们聊「手作或收藏」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-020-766b31e7","L3","L3-04","爱好分享","我跟你们聊「手作或收藏」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-019-7983269f","L3","L3-04","爱好分享","在我们家沟通里，我跟你们聊「宠物或云养宠」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-012-a51ce758","L3","L3-04","爱好分享","我跟你们聊「二次元或圈层文化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-011-aa934d7a","L3","L3-04","爱好分享","在我们家沟通里，我跟你们聊「某个影视作品」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-010-656c9d16","L3","L3-04","爱好分享","最近这段时间，我跟你们聊「某个影视作品」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-015-499cff6d","L3","L3-04","爱好分享","在我们家沟通里，我跟你们聊「二次元或圈层文化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-014-5a060104","L3","L3-04","爱好分享","最近这段时间，我跟你们聊「二次元或圈层文化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-04-013-ab5d8798","L3","L3-04","爱好分享","如果只能选一个更贴近的：我跟你们聊「二次元或圈层文化」时，最希望的反应是？","表现出兴趣，哪怕不懂","别急着评价好不好","问我喜欢它哪一点","允许我自言自语式分享","interest|nonjudge|curious|share","normal"
"L3-L3-03-020-e2a83f69","L3","L3-03","外观","关于「尝试中性风穿搭」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-019-c4d5902d","L3","L3-03","外观","在我们家沟通里，关于「纹身或贴饰（若相关）」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-018-4f5f43fc","L3","L3-03","外观","最近这段时间，关于「纹身或贴饰（若相关）」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-023-169ffe2e","L3","L3-03","外观","在我们家沟通里，关于「尝试中性风穿搭」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-022-eacddc56","L3","L3-03","外观","最近这段时间，关于「尝试中性风穿搭」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-021-91f0188e","L3","L3-03","外观","如果只能选一个更贴近的：关于「尝试中性风穿搭」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
"L3-L3-03-014-9a1cb704","L3","L3-03","外观","最近这段时间，关于「美甲或造型变化」，我更希望你们怎么看？","这是审美，不是态度问题","请先问我为什么喜欢","可以不欣赏，但请尊重","外表变化不代表人生失控","aesthetic|curious|respect|stable","sensitive"
